,관측일자,지점명,평균기온(℃),최저기온(℃),최대기온(℃),평균습도(%),최저습도(%),최고습도(%),평균풍속(m/s),최대풍속(m/s),강수량(mm),lat,long,spot_num
243,20180201.0,동대문,-2.79999995231628,-7.30000019073486,2.40000009536743,42.4000015258789,21.2000007629395,60.5,1.20000004768372,3.59999990463257,0.0,37.5846,127.0604,D-08
244,20180202.0,동대문,-1.70000004768372,-6.5,3.59999990463257,43.5999984741211,25.1000003814697,58.5,1.5,5.09999990463257,0.0,37.5846,127.0604,D-08
245,20180203.0,동대문,-5.90000009536743,-9.0,-0.800000011920929,45.0,28.7999992370605,73.0,3.40000009536743,7.40000009536743,0.0,37.5846,127.0604,D-08
246,20180204.0,동대문,-8.60000038146973,-11.5,-5.19999980926514,38.2999992370605,26.6000003814697,48.9000015258789,2.59999990463257,7.09999990463257,0.0,37.5846,127.0604,D-08
247,20180205.0,동대문,-8.19999980926514,-10.1000003814697,-5.09999990463257,33.4000015258789,22.5,47.7000007629395,2.70000004768372,8.60000038146973,0.0,37.5846,127.0604,D-08
248,20180206.0,동대문,-9.19999980926514,-11.6999998092651,-5.30000019073486,33.5,23.0,44.0999984741211,2.40000009536743,7.40000009536743,0.0,37.5846,127.0604,D-08
249,20180207.0,동대문,-7.30000019073486,-12.3999996185303,-2.0,37.7000007629395,16.2999992370605,55.9000015258789,1.60000002384186,5.09999990463257,0.0,37.5846,127.0604,D-08
250,20180208.0,동대문,-3.79999995231628,-9.10000038146973,1.79999995231628,39.0999984741211,19.7999992370605,59.2999992370605,1.5,4.5,0.0,37.5846,127.0604,D-08
251,20180209.0,동대문,0.400000005960464,-4.5,5.90000009536743,42.9000015258789,24.1000003814697,69.9000015258789,1.29999995231628,5.30000019073486,0.0,37.5846,127.0604,D-08
252,20180210.0,동대문,0.699999988079071,-5.40000009536743,4.30000019073486,46.2000007629395,10.5,77.8000030517578,2.20000004768372,7.40000009536743,0.0,37.5846,127.0604,D-08
253,20180211.0,동대문,-5.0,-7.40000009536743,-2.20000004768372,36.0,18.8999996185303,63.5,2.79999995231628,8.69999980926514,0.0,37.5846,127.0604,D-08
254,20180212.0,동대문,-5.0,-7.90000009536743,-1.79999995231628,36.2999992370605,23.6000003814697,58.4000015258789,2.70000004768372,7.40000009536743,0.0,37.5846,127.0604,D-08
255,20180213.0,동대문,-0.100000001490116,-5.19999980926514,5.0,50.7999992370605,37.0,60.7999992370605,2.20000004768372,9.0,0.0,37.5846,127.0604,D-08
256,20180214.0,동대문,4.5,0.800000011920929,8.89999961853027,49.9000015258789,21.2000007629395,65.1999969482422,2.40000009536743,8.10000038146973,0.0,37.5846,127.0604,D-08
257,20180215.0,동대문,0.800000011920929,-2.20000004768372,5.19999980926514,24.7999992370605,11.3000001907349,37.0,1.89999997615814,5.30000019073486,0.0,37.5846,127.0604,D-08
258,20180216.0,동대문,0.200000002980232,-4.19999980926514,4.5,37.9000015258789,14.6000003814697,65.0999984741211,2.0,6.80000019073486,0.0,37.5846,127.0604,D-08
259,20180217.0,동대문,-1.79999995231628,-5.59999990463257,1.89999997615814,24.5,12.3999996185303,38.5999984741211,2.70000004768372,7.30000019073486,0.0,37.5846,127.0604,D-08
260,20180218.0,동대문,0.5,-2.90000009536743,5.30000019073486,24.5,14.1000003814697,36.7999992370605,1.29999995231628,4.5,0.0,37.5846,127.0604,D-08
261,20180219.0,동대문,2.90000009536743,-0.400000005960464,7.40000009536743,43.7999992370605,33.5,65.0,1.10000002384186,3.79999995231628,0.0,37.5846,127.0604,D-08
262,20180220.0,동대문,2.40000009536743,-1.39999997615814,7.0,40.5999984741211,16.5,75.3000030517578,1.60000002384186,6.19999980926514,0.0,37.5846,127.0604,D-08
263,20180221.0,동대문,0.300000011920929,-2.79999995231628,5.09999990463257,27.3999996185303,11.3000001907349,52.9000015258789,2.20000004768372,5.59999990463257,0.0,37.5846,127.0604,D-08
264,20180222.0,동대문,2.20000004768372,-1.70000004768372,6.09999990463257,51.9000015258789,41.2000007629395,63.5999984741211,2.09999990463257,8.19999980926514,0.0,37.5846,127.0604,D-08
265,20180223.0,동대문,4.40000009536743,0.400000005960464,8.80000019073486,78.3000030517578,59.4000015258789,91.0,1.70000004768372,6.30000019073486,5.0,37.5846,127.0604,D-08
266,20180224.0,동대문,3.90000009536743,1.0,7.80000019073486,45.7000007629395,15.5,78.4000015258789,1.70000004768372,6.09999990463257,0.0,37.5846,127.0604,D-08
267,20180225.0,동대문,3.0,-0.100000001490116,8.10000038146973,37.4000015258789,13.5,54.5,2.09999990463257,6.59999990463257,0.0,37.5846,127.0604,D-08
268,20180226.0,동대문,3.79999995231628,-1.60000002384186,10.6000003814697,42.2999992370605,22.0,59.2000007629395,1.20000004768372,5.0,0.0,37.5846,127.0604,D-08
269,20180227.0,동대문,4.90000009536743,1.29999995231628,7.80000019073486,46.2000007629395,37.5999984741211,56.9000015258789,1.39999997615814,3.59999990463257,0.0,37.5846,127.0604,D-08
